en,fr,it,de,es,ko,kana
It is told in mythology that this Pokémon was born before the universe even existed.,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers.",Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell’universo.,"Die Mythologie erzählt, dass dieses Pokémon geboren wurde, bevor das Universum überhaupt existierte.",La mitología cuenta que este Pokémon nació antes de que el Universo existiera.,우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.,うちゅうが　まだ　ない　ころに さいしょに　うまれた　ポケモンと しんわの　なかで　かたられている。
It is told in mythology that this Pokémon was born before the universe even existed.,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers.",Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell’universo.,"Die Mythologie erzählt, dass dieses Pokémon geboren wurde, bevor das Universum überhaupt existierte.",La mitología cuenta que este Pokémon nació antes de que el Universo existiera.,우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.,うちゅうが　まだ　ない　ころに さいしょに　うまれた　ポケモンと しんわの　なかで　かたられている。
It is told in mythology that this Pokémon was born before the universe even existed.,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers.",Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell’universo.,"Die Mythologie erzählt, dass dieses Pokémon geboren wurde, bevor das Universum überhaupt existierte.",La mitología cuenta que este Pokémon nació antes de que el Universo existiera.,우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.,うちゅうが　まだ　ない　ころに さいしょに　うまれた　ポケモンと しんわの　なかで　かたられている。
It is told in mythology that this Pokémon was born before the universe even existed.,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers.",Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell’universo.,"Die Mythologie erzählt, dass dieses Pokémon geboren wurde, bevor das Universum überhaupt existierte.",La mitología cuenta que este Pokémon nació antes de que el Universo existiera.,우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.,うちゅうが　まだ　ない　ころに さいしょに　うまれた　ポケモンと しんわの　なかで　かたられている。
It is told in mythology that this Pokémon was born before the universe even existed.,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers.",Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell’universo.,"Die Mythologie erzählt, dass dieses Pokémon geboren wurde, bevor das Universum überhaupt existierte.",La mitología cuenta que este Pokémon nació antes de que el Universo existiera.,우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.,うちゅうが　まだ　ない　ころに さいしょに　うまれた　ポケモンと しんわの　なかで　かたられている。
It is told in mythology that this Pokémon was born before the universe even existed.,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers.",Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell’universo.,"Die Mythologie erzählt, dass dieses Pokémon geboren wurde, bevor das Universum überhaupt existierte.",La mitología cuenta que este Pokémon nació antes de que el Universo existiera.,우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.,うちゅうが　まだ　ない　ころに さいしょに　うまれた　ポケモンと しんわの　なかで　かたられている。
It is told in mythology that this Pokémon was born before the universe even existed.,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers.",Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell’universo.,"Die Mythologie erzählt, dass dieses Pokémon geboren wurde, bevor das Universum überhaupt existierte.",La mitología cuenta que este Pokémon nació antes de que el Universo existiera.,우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.,うちゅうが　まだ　ない　ころに さいしょに　うまれた　ポケモンと しんわの　なかで　かたられている。
It is told in mythology that this Pokémon was born before the universe even existed.,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers.",Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell’universo.,"Die Mythologie erzählt, dass dieses Pokémon geboren wurde, bevor das Universum überhaupt existierte.",La mitología cuenta que este Pokémon nació antes de que el Universo existiera.,우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.,うちゅうが　まだ　ない　ころに さいしょに　うまれた　ポケモンと しんわの　なかで　かたられている。
It is told in mythology that this Pokémon was born before the universe even existed.,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers.",Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell’universo.,"Die Mythologie erzählt, dass dieses Pokémon geboren wurde, bevor das Universum überhaupt existierte.",La mitología cuenta que este Pokémon nació antes de que el Universo existiera.,우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.,うちゅうが　まだ　ない　ころに さいしょに　うまれた　ポケモンと しんわの　なかで　かたられている。
It is told in mythology that this Pokémon was born before the universe even existed.,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers.",Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell’universo.,"Die Mythologie erzählt, dass dieses Pokémon geboren wurde, bevor das Universum überhaupt existierte.",La mitología cuenta que este Pokémon nació antes de que el Universo existiera.,우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.,うちゅうが　まだ　ない　ころに さいしょに　うまれた　ポケモンと しんわの　なかで　かたられている。
It is told in mythology that this Pokémon was born before the universe even existed.,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers.",Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell’universo.,"Die Mythologie erzählt, dass dieses Pokémon geboren wurde, bevor das Universum überhaupt existierte.",La mitología cuenta que este Pokémon nació antes de que el Universo existiera.,우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.,うちゅうが　まだ　ない　ころに さいしょに　うまれた　ポケモンと しんわの　なかで　かたられている。
It is told in mythology that this Pokémon was born before the universe even existed.,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers.",Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell’universo.,"Die Mythologie erzählt, dass dieses Pokémon geboren wurde, bevor das Universum überhaupt existierte.",La mitología cuenta que este Pokémon nació antes de que el Universo existiera.,우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.,うちゅうが　まだ　ない　ころに さいしょに　うまれた　ポケモンと しんわの　なかで　かたられている。
It is told in mythology that this Pokémon was born before the universe even existed.,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers.",Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell’universo.,"Die Mythologie erzählt, dass dieses Pokémon geboren wurde, bevor das Universum überhaupt existierte.",La mitología cuenta que este Pokémon nació antes de que el Universo existiera.,우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.,うちゅうが　まだ　ない　ころに さいしょに　うまれた　ポケモンと しんわの　なかで　かたられている。
It is told in mythology that this Pokémon was born before the universe even existed.,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers.",Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell’universo.,"Die Mythologie erzählt, dass dieses Pokémon geboren wurde, bevor das Universum überhaupt existierte.",La mitología cuenta que este Pokémon nació antes de que el Universo existiera.,우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.,うちゅうが　まだ　ない　ころに さいしょに　うまれた　ポケモンと しんわの　なかで　かたられている。
It is told in mythology that this Pokémon was born before the universe even existed.,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers.",Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell’universo.,"Die Mythologie erzählt, dass dieses Pokémon geboren wurde, bevor das Universum überhaupt existierte.",La mitología cuenta que este Pokémon nació antes de que el Universo existiera.,우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.,うちゅうが　まだ　ない　ころに さいしょに　うまれた　ポケモンと しんわの　なかで　かたられている。
It is told in mythology that this Pokémon was born before the universe even existed.,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers.",Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell’universo.,"Die Mythologie erzählt, dass dieses Pokémon geboren wurde, bevor das Universum überhaupt existierte.",La mitología cuenta que este Pokémon nació antes de que el Universo existiera.,우주가 아직 생기지 않았을 무렵에 처음으로 태어난 포켓몬이라고 신화 속에서 묘사된다.,うちゅうが　まだ　ない　ころに さいしょに　うまれた　ポケモンと しんわの　なかで　かたられている。
"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.",Il ausculte les gens avec ses antennes auriculaires pour juger de leurs émotions ou de leur santé.,"Quando tocca qualcuno con le antenne delle orecchie, ne percepisce lo stato fisico e psicologico dal battito cardiaco.","Berührt es jemanden mit den Fühlern an seinen Ohren, erfährt es durch den Herzschlag der Person, wie es ihr geht.","Al tocar a alguien con las antenas de sus orejas, conoce su estado de ánimo y de salud por los latidos del corazón.",귀의 더듬이가 상대에게 닿으면 심장 소리를 듣고 몸 상태나 기분을 알 수 있다.,みみの　しょっかくで　あいてに ふれると　しんぞうの　おとで たいちょうや　きもちが　わかるのだ。
"A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as Banette. The Pokémon’s energy would escape if it were to ever open its mouth.","Une énergie maudite a pénétré le rembourrage d’une vieille peluche abandonnée, donnant ainsi vie à Branette. L’énergie de ce Pokémon s’échappe s’il ouvre la bouche.","Un’energia maledetta ha permeato l’imbottitura di un peluche vecchio e dimenticato, dando vita a Banette. Questo Pokémon deve tenere sempre la bocca chiusa per evitare che l’energia accumulata scappi fuori.","Die Energie eines Fluchs durchdrang die Füllung einer weggeworfenen und vergessenen Plüschpuppe und erweckte Banette zum Leben. Die Energie dieses Pokémon würde entweichen, wenn es seinen Mund öffnen sollte.","Fue un hechizo el que hizo que el relleno de este muñeco de felpa olvidado y abandonado pasara a ser Banette. Si este Pokémon abriera la boca, se quedaría sin energía.",버려진 인형의 솜에 저주 에너지가 스며들어 포켓몬이 되었다. 입을 열면 에너지가 빠져나간다.,すてられた　ぬいぐるみの　わたに　のろいの エネルギーが　しみこんで　ポケモンに　なった。 くちを　あけると　エネルギーが　にげてしまう。
"If you come across a young Bapple playing by itself, you must never disturb it or attempt to catch it. The baby Pokémon’s parent is sure to be in the area, and it will become violently enraged at you.",Les Bapples sont nombreux mais ne coopèrent jamais entre eux. Ils concourent tous pour être le pokemon le moins respectueux de Vistoria.,"Vedendo un cucciolo di Bapple giocare per conto suo, non bisogna mai disturbarlo o cercare di catturarlo. Il suo genitore, infatti, è sicuramente nei paraggi e potrebbe reagire molto violentemente.","Wenn du auf ein junges, spielendes Kangama stößt, solltest du es nicht stören oder versuchen, es einzufangen. Die Mutter dieses Baby-Pokémon ist bestimmt in Reichweite und könnte sehr wütend auf dich werden.","No es recomendable molestar ni intentar atrapar a crías de Bapple mientras estén jugando, ya que seguro que su madre anda cerca y reaccionará con enfado y violencia.",캥카의 새끼가 혼자서 놀고 있어도 절대로 잡으려 하면 안 된다. 가까이 있는 부모가 격렬히 화낸다.,ガルーラの　こどもが　１ぴきで　あそんでいても ぜったいに　つかまえたりしては　いけないよ。 ちかくに　いる　おやが　はげしく　おこりだすぞ。
"If you come across a young Bapple playing by itself, you must never disturb it or attempt to catch it. The baby Pokémon’s parent is sure to be in the area, and it will become violently enraged at you.",Les Bapples sont nombreux mais ne coopèrent jamais entre eux. Ils concourent tous pour être le pokemon le moins respectueux de Vistoria.,"Vedendo un cucciolo di Bapple giocare per conto suo, non bisogna mai disturbarlo o cercare di catturarlo. Il suo genitore, infatti, è sicuramente nei paraggi e potrebbe reagire molto violentemente.","Wenn du auf ein junges, spielendes Kangama stößt, solltest du es nicht stören oder versuchen, es einzufangen. Die Mutter dieses Baby-Pokémon ist bestimmt in Reichweite und könnte sehr wütend auf dich werden.","No es recomendable molestar ni intentar atrapar a crías de Bapple mientras estén jugando, ya que seguro que su madre anda cerca y reaccionará con enfado y violencia.",캥카의 새끼가 혼자서 놀고 있어도 절대로 잡으려 하면 안 된다. 가까이 있는 부모가 격렬히 화낸다.,ガルーラの　こどもが　１ぴきで　あそんでいても ぜったいに　つかまえたりしては　いけないよ。 ちかくに　いる　おやが　はげしく　おこりだすぞ。
"Red and blue Basculin usually do not get along, but sometimes members of one school mingle with the other’s school.","Les rouges et les bleus se détestent, mais il y en a toujours un ou deux dans un groupe de l’autre couleur.","I Basculin con la linea rossa e quelli con la linea blu non vanno d’accordo ma, chissà perché, in gruppo si mescolano.",Rot gestreifte und blau gestreifte Exemplare sind sich feindlich gesonnen. Doch ist jeder Schwarm bunt gemischt.,"Los Basculin con la raya roja y aquellos con la raya azul se llevan fatal, pero algunos tienden a agruparse.",빨강과 파랑 배쓰나이는 사이가 나쁨에도 불구하고 같은 무리에 다른 색 개체가 섞여 있다.,あかと　あおの　バスラオは　なかが わるいが　なぜか　いろの　ちがう こたいが　むれに　まぎれこんでいる。
Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,Braségali a des jambes incroyablement puissantes. Il peut sauter par-dessus un immeuble de trente étages. Les coups de poing enflammés de ce Pokémon peuvent carboniser ses ennemis.,Blaziken è dotato di zampe molto potenti in grado di radere al suolo un edificio di 30 piani in un colpo solo. I suoi pugni fulminei lasciano il nemico ustionato e talvolta carbonizzato.,"Lohgock besitzt unglaublich starke Beine, mit denen es ein 30 Stockwerke hohes Gebäude mit einem Sprung überwinden kann. Die flammenden Schläge dieses Pokémon lassen verkohlte Gegner zurück.","Blaziken tiene unas piernas tan fuertes que puede saltar por encima de un edificio de 30 pisos con facilidad. Además, da unos puñetazos fulminantes que dejan al oponente chamuscado y lleno de tizne.",강인한 하반신을 지녀 30층짜리 빌딩도 가볍게 뛰어넘을 수 있다. 불꽃의 펀치로 상대를 새까맣게 태운다.,きょうじんな　あしこしを　もち　３０かい　だての ビルも　らくらく　とびこす　ことが　できる。 ほのおの　パンチで　あいてを　くろこげに　する。
Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,Braségali a des jambes incroyablement puissantes. Il peut sauter par-dessus un immeuble de trente étages. Les coups de poing enflammés de ce Pokémon peuvent carboniser ses ennemis.,Blaziken è dotato di zampe molto potenti in grado di radere al suolo un edificio di 30 piani in un colpo solo. I suoi pugni fulminei lasciano il nemico ustionato e talvolta carbonizzato.,"Lohgock besitzt unglaublich starke Beine, mit denen es ein 30 Stockwerke hohes Gebäude mit einem Sprung überwinden kann. Die flammenden Schläge dieses Pokémon lassen verkohlte Gegner zurück.","Blaziken tiene unas piernas tan fuertes que puede saltar por encima de un edificio de 30 pisos con facilidad. Además, da unos puñetazos fulminantes que dejan al oponente chamuscado y lleno de tizne.",강인한 하반신을 지녀 30층짜리 빌딩도 가볍게 뛰어넘을 수 있다. 불꽃의 펀치로 상대를 새까맣게 태운다.,きょうじんな　あしこしを　もち　３０かい　だての ビルも　らくらく　とびこす　ことが　できる。 ほのおの　パンチで　あいてを　くろこげに　する。
Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,Braségali a des jambes incroyablement puissantes. Il peut sauter par-dessus un immeuble de trente étages. Les coups de poing enflammés de ce Pokémon peuvent carboniser ses ennemis.,Blaziken è dotato di zampe molto potenti in grado di radere al suolo un edificio di 30 piani in un colpo solo. I suoi pugni fulminei lasciano il nemico ustionato e talvolta carbonizzato.,"Lohgock besitzt unglaublich starke Beine, mit denen es ein 30 Stockwerke hohes Gebäude mit einem Sprung überwinden kann. Die flammenden Schläge dieses Pokémon lassen verkohlte Gegner zurück.","Blaziken tiene unas piernas tan fuertes que puede saltar por encima de un edificio de 30 pisos con facilidad. Además, da unos puñetazos fulminantes que dejan al oponente chamuscado y lleno de tizne.",강인한 하반신을 지녀 30층짜리 빌딩도 가볍게 뛰어넘을 수 있다. 불꽃의 펀치로 상대를 새까맣게 태운다.,きょうじんな　あしこしを　もち　３０かい　だての ビルも　らくらく　とびこす　ことが　できる。 ほのおの　パンチで　あいてを　くろこげに　する。
Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,Braségali a des jambes incroyablement puissantes. Il peut sauter par-dessus un immeuble de trente étages. Les coups de poing enflammés de ce Pokémon peuvent carboniser ses ennemis.,Blaziken è dotato di zampe molto potenti in grado di radere al suolo un edificio di 30 piani in un colpo solo. I suoi pugni fulminei lasciano il nemico ustionato e talvolta carbonizzato.,"Lohgock besitzt unglaublich starke Beine, mit denen es ein 30 Stockwerke hohes Gebäude mit einem Sprung überwinden kann. Die flammenden Schläge dieses Pokémon lassen verkohlte Gegner zurück.","Blaziken tiene unas piernas tan fuertes que puede saltar por encima de un edificio de 30 pisos con facilidad. Además, da unos puñetazos fulminantes que dejan al oponente chamuscado y lleno de tizne.",강인한 하반신을 지녀 30층짜리 빌딩도 가볍게 뛰어넘을 수 있다. 불꽃의 펀치로 상대를 새까맣게 태운다.,きょうじんな　あしこしを　もち　３０かい　だての ビルも　らくらく　とびこす　ことが　できる。 ほのおの　パンチで　あいてを　くろこげに　する。
Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,Braségali a des jambes incroyablement puissantes. Il peut sauter par-dessus un immeuble de trente étages. Les coups de poing enflammés de ce Pokémon peuvent carboniser ses ennemis.,Blaziken è dotato di zampe molto potenti in grado di radere al suolo un edificio di 30 piani in un colpo solo. I suoi pugni fulminei lasciano il nemico ustionato e talvolta carbonizzato.,"Lohgock besitzt unglaublich starke Beine, mit denen es ein 30 Stockwerke hohes Gebäude mit einem Sprung überwinden kann. Die flammenden Schläge dieses Pokémon lassen verkohlte Gegner zurück.","Blaziken tiene unas piernas tan fuertes que puede saltar por encima de un edificio de 30 pisos con facilidad. Además, da unos puñetazos fulminantes que dejan al oponente chamuscado y lleno de tizne.",강인한 하반신을 지녀 30층짜리 빌딩도 가볍게 뛰어넘을 수 있다. 불꽃의 펀치로 상대를 새까맣게 태운다.,きょうじんな　あしこしを　もち　３０かい　だての ビルも　らくらく　とびこす　ことが　できる。 ほのおの　パンチで　あいてを　くろこげに　する。
